references,language,eng_caption,image_id
"Avuvi si le tsi me la nɔa tsi si me ƒoƒui le la ŋu tom, gake avuvi si le dzĩ la nɔa ŋku lém ɖe eŋu.",ewe_Latn,A black dog crosses a puddle of water with a ball in its mouth while a brown dog looks the other way .,2553188198_da1123a723.jpg
Sin iqjun yetturaren deg wedfel.,kab_Latn,Two dogs playing in the snow .,2148916767_644ea6a7fa.jpg
"Òpópónà kan pẹ̀lú ẹyẹlé , awakọ̀ alùpùpù àti obìnrin kan lórí àga .",yor_Latn,"A street with pigeons , a motorcyclist and a woman on a bench .",3039675864_0b7961844d.jpg
Mbua babidi ba mpala mumbidi badi basomba pa lumuma,lua_Latn,Two black dogs playing on grass,2303951441_3c8080907a.jpg
Cɛɛ be tagara boon finman dɔ gɛrɛfɛ.,dyu_Latn,The man is walking near a brown building .,2196107384_361d73a170.jpg
'N Meisie wat 'n skop naby 'n vrou doen.,afr_Latn,A girl doing a kick near a woman .,2991575785_bd4868e215.jpg
Debbo nder leggal.,fuv_Latn,A girl in a tree .,642987597_03b21a1437.jpg
በውሃ አካል አጠገብ መሬት የሚያፋፋ ጥቁር ውሻ .,amh_Ethi,A black dog sniffing the ground near a body of water .,3065468339_4955e90fd3.jpg
Nkento mosi vandaka kubaka bafoto na telefone na yandi.,kon_Latn,A woman taking pictures with her phone .,2644430445_47c985a2ee.jpg
Mutu uze eji kuzachisanga baseball eji kuzachisanga mbata yenyi nge uze eji kuzachisanga kapinda.,cjk_Latn,A baseball player swings the bat as a catcher and umpire watch .,3631344685_ed0f3e091b.jpg
Avuvivi aɖe le tsi ƒom tso eƒe lãgbalẽa me.,ewe_Latn,A tan dog is shaking water off its fur .,504385521_6e668691a3.jpg
Yimɓe tati ɗon njogii ngam ɓe mbaɗata fijirde,fuv_Latn,Three people dance together to prepare for a show,3547499166_67fb4af4ea.jpg
Katĩ ũsu nĩ mbwa yĩ na langi mũkwatu yĩithaũka kĩw'ũnĩ.,kam_Latn,A brown dog is swimming and splashing in the water .,2180886307_5156460b2c.jpg
Ọmọkùnrin kan tí ó wọ t-shirt aláwọ̀ búlúù wà nínú afẹ́fẹ́ lórí skateboard ní ibi ìgbafẹ́ síkẹ́ẹ̀tì.,yor_Latn,a boy in a blue t-shirt is airborne on a skateboard in a skate park .,3618908551_7fd2de5710.jpg
Tamart tetturar taḍabt n volley.,kab_Latn,A woman plays volleyball .,3467073304_aefe553c4d.jpg
Yiwen n umecṭuḥ yesεan tabrut azegzaw d tqeccet tazegzawt yettɛeddi deg tẓawit.,kab_Latn,A young boy in blue shorts and a red shirt runs by graffiti .,2410618963_fb78307d18.jpg
Taqcict tazeggazt tettwaḥdem ɣef tneqquṭt n tneqquṭt.,kab_Latn,A little blonde girl stands on a pink skateboard .,525887861_4cc7a1beca.jpg
Umulumendo uwali mu mashoti yabutulukila mu cishiba.,bem_Latn,A small boy in red shorts leaping into a swimming pool .,848293676_98e73c52c1.jpg
Ụmụaka na-egwu badminton n'ogige.,ibo_Latn,Children are playing badminton in the garden .,508929192_670910fdd2.jpg
Mũrĩmi wa indo cia kwĩmĩhũra nĩ athambaga thĩ ya maĩ arĩ na mĩguĩ.,kik_Latn,A scuba diver swims underwater while wearing fins .,2178306830_6af49375b4.jpg
Argaz yesɛan tafat n ucebbub ɣef uqerruy d udem,kab_Latn,Young man wearing hair net on head and face,2218519240_cac5aab53c.jpg
Mwasi moko amonisi mopanga na ye,lin_Latn,A lady shows her sword,1999444757_1b92efb590.jpg
ከጀርባው ፀሐይ ስትጠልቅ የሚዘል ልጅ .,amh_Ethi,A boy jumping with a sunset in the background .,3009035153_715e39b440.jpg
Tshimfuanyi tshia ténis tshidi pa kutangila bua kutema mupunga.,lua_Latn,A tennis player about to hit the ball .,3420260768_26a600b844.jpg
Andũ erĩ marĩ na nguo cia kũhonokia arĩa maraakũrũkĩra gatarũ-inĩ ka gũikia makũnia,kik_Latn,Two people in life jackets in a rowboat,3560977956_e08d2cd531.jpg
Imbwa yafiita yalimusuma sana ilyo yaisa mu kusenda ifisabo.,bem_Latn,The black dog playfully bites the yellow dog near the furniture .,3207775692_bb897d9afd.jpg
argaz yettmel adrar.,kab_Latn,a man climbs a mountain .,405534893_2d0f3b0147.jpg
'n Vrou in 'n rok speel viool buite .,afr_Latn,A woman in a dress plays violin outside .,3724623861_2bb6c23641.jpg
Umuntu uuleya mu kushituka pa cishiba.,bem_Latn,A person riding a sled down a snowy slope .,3164423279_9b27cb6a06.jpg
Mwanangana uze apwile namujimba nakufunga mbunda nakukwata chinyingi nakufunga,cjk_Latn,little girl wearing dress and boots holding lollipop and fence,2870194345_0bcbac1aa5.jpg
Sukaajo nder ɓorngo ɓaleeru e sendere e ɓaleeru ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon,fuv_Latn,A young boy in a blue and white uniform is up to bat at a baseball game .,3587941206_36769c3f1d.jpg
Kanbelenw be bɔlɔlɔ kɛ yɔrɔ dɔ gɛrɛfɛ.,dyu_Latn,Boys play soccer near a goal post .,2913965136_2d00136697.jpg
Icipikipiki icaba mu matope icapita mu mpanga.,bem_Latn,A muddy jeep driving through the forest .,211277478_7d43aaee09.jpg
Mwana ũmwe aikarĩte igũrũ wa mbarĩki agĩthiĩ na mbere kũharũrũka.,kik_Latn,Kid riding skateboard down the stairs .,3547368652_0d85c665d3.jpg
Arũme ana na kairĩtu marĩ njĩra-inĩ na nyeki-inĩ.,kik_Latn,Four boys and a girl on a sidewalk and grass .,3702038926_966fdaa311.jpg
Mũndũ ũrahiũhagia gũthuthuria ngari agĩthuthuria mũtaratara wa ngari.,kik_Latn,A skateboarder jumping a traffic cone .,3038941104_17ee91fc03.jpg
Nwa okorobịa na-egwuri egwu na bọọlụ na-acha anụnụ anụnụ guzo n'akụkụ ụzọ,ibo_Latn,a young boy playing with a blue ball standing on a sidewalk,1936215201_d03a75cbba.jpg
Dɔwɔƒe aɖe si me dzĩ kple dzĩ le la le xexe eye dɔwɔƒe si me dzĩ le la le fefem fefe aɖe le eƒe nu me.,ewe_Latn,A brown and black lab are outside and the black lab is catching a toy in its mouth .,1030985833_b0902ea560.jpg
Raan tök ku diäär karou cï cieŋ alɛ̈th vampire,dik_Latn,One man and two women dressed in vampire costumes,3046430047_d7b10123d0.jpg
Ọmọkùnrin kékeré kan ń rẹ́rìn - ín mú bí ó ṣe di agbòòrùn aláwọ̀ búlúù mú lókè rẹ̀ .,yor_Latn,A little boy smiles as he holds a blue umbrella above him .,371522748_dc557bcd6c.jpg
"jogorɗo tennis huutoraade ɓorɗe jaale, laaɓɗe e ɓorɗe ɓale e ɓorɗe jaale e ɓorɗe jaale",fuv_Latn,"a tennis player wearing a yellow , white and blue shirt carrying a racquet",3425851292_de92a072ee.jpg
Aajït muɔ̈ɔ̈n cath në pïu cï kek ya cuɛt në agör de kuur.,dik_Latn,A black dog walking through splashing water in a rocky creek .,2574230252_f5a1382dd4.jpg
Àwọn ọmọdébìnrin méjì tí wọ́n wọ aṣọ aláwọ̀ búlúù ń rẹ́rìn - ín .,yor_Latn,Two little girls in blue dresses laugh .,3427023324_f1f6504bf4.jpg
"O athu akexile mu di tala mu musanza ua kalunga, a mu bhanga jibuia javulu.",kmb_Latn,People in a pool and something just created a large splash .,3264464625_c711cc40c6.jpg
Mũirĩtu akĩharũrũka kuuma gatarũ-inĩ agĩthiĩ iria-inĩ.,kik_Latn,Girl jumping off a raft into a lake .,2715337869_e4fe36db50.jpg
Bankento zole ya bambuta yina kele ti ba tatuo ke vukana na ntwala ya kamera.,kon_Latn,Two middle-aged women with tattoos hug each other for the camera .,3396153660_f729d9f9b9.jpg
Embwa bbiri nga zidduka mu mazzi ku lubalama lw'ennyanja .,lug_Latn,Two dogs running in water by a beach .,2568656919_6e49d2a82b.jpg
dogol marɗo ɗon ƴiwoyi daga lesdi nder lekki,fuv_Latn,a brown dog jumping off the ground in the woods,424416723_19c56cb365.jpg
Brown mbwa ya nsuki milai na elanga .,lin_Latn,brown long-haired dog in garden .,494792770_2c5f767ac0.jpg
Taqcict-nni yesɛan taqemṭit d taḥezzant i d-yettɣimi ɣef ufus-is.,kab_Latn,A girl in a colorful hat has a strange creature resting on her hand .,2707933554_f6dc5e0e3c.jpg
Abana babili bali mu cimuti ca maluba.,bem_Latn,Two kids in a green tree .,1808504612_3508f3c9bb.jpg
'N Man in 'n langmou wit hemp loop verby iets wat die sitkamerkroeg genoem word.,afr_Latn,A man in a long sleeved white shirt is walking past something called the lounge bar .,3503011427_a4ee547c77.jpg
Yimɓe dow motooji ɗon mari doggo biila dow leel.,fuv_Latn,A person on a bike has a white dog on a leash .,1923476156_e20976b32d.jpg
Mwana mosi ke sosa kukanga muntu mosi ya ke bingaka Frisbee.,kon_Latn,A child trying to catch a Frisbee .,3168841415_c0705a327a.jpg
Abana babiri b'abakobwa b'abakobwa b',kin_Latn,Two children in the bathtub with an umbrella .,2426303900_0a8d52eb14.jpg
Makalu a mu lenga mu ikoka ia mavu,kmb_Latn,Cars racing on a dirt track,166654939_80ea4ddbcc.jpg
Umwana umulumendo aiminina no kulolesha umushilika uulama icikuulwa.,bem_Latn,A little kid stands and looks at the military guard who is guarding a building .,224026428_0165164ceb.jpg
Mbalu babidi badi banyema batangila ku muelelu wa mâyi mu mâyi a panshi.,lua_Latn,Two dogs run towards shore through shallow water .,486300784_2cc7a770ff.jpg
Twee hokkiespelers wat probeer om die puck te kry .,afr_Latn,Two hockey players trying to get the puck .,3437781040_82b06facb3.jpg
"Mu kifika, diiala ni muhatu a mu ixana J. J. J. J. J. J. J. J. J. J. J. J. J. J. J",kmb_Latn,Two man standing in front of a huge fountain with several background people .,1683444418_815f660379.jpg
Muntu uvua wenda wenda wenda wenda uendesha dikalu dia moto dia manzanze.,lua_Latn,A man racing an orange motorcycle .,2739331794_4ae78f69a0.jpg
Ụmụaka ise nọ na ịnya ụgbọ ala a na-akpọ Frog Hopper .,ibo_Latn,Five little kids are on a ride called the Frog Hopper .,3706356018_28f62290e8.jpg
Bankento zole ya kesalaka bisalu ya kinwaninu ke na kumonisa mutindu bo kebaka ntinu sambu na bantu yina kewaka yo.,kon_Latn,Two female martial artists demonstrate a kick for an audience .,3674168459_6245f4f658.jpg
Mbwa moko ya moindo oyo ezali na kɔnde ya motane ezali kokangisa motó na ye na mai .,lin_Latn,A black dog with red collar sticks his head in the water .,3571039224_b34fa2f94c.jpg
Aguiɛr cï puɔ̈th thiäŋ kek aye cath në path de jɔ̈k.,dik_Latn,Muzzled greyhounds are racing along a dog track .,2903469015_a1e7d969c2.jpg
Sɔhɛ aɖewo ƒo nu le xɔ si wotsɔ simenɛ ɖo la ŋu.,ewe_Latn,A group of teenagers talk near a cement wall .,2045562030_654ddea5e5.jpg
Anjinguluvu vatatu vatema veji kutambanga muchikungu.,cjk_Latn,Three black dogs play in the grass .,2426828433_ce894d1c54.jpg
Aqcic amecṭuḥ yettḍebber ɣer tmeska n warrac deg uḥezzam-nni.,kab_Latn,A little boy is jumping into the kiddie pool in the backyard .,2718024196_3ff660416a.jpg
Mũrĩori ũmwe wa mũbira nĩ aracemania na gĩkundi kĩu kĩa mũhĩnga.,kik_Latn,A football player is being tackled by the rival team .,3498997518_c2b16f0a0e.jpg
Mbwa mosi ke simba nti mosi ya nene na munoko na yandi.,kon_Latn,A dog holds a large stick in its mouth .,2986716822_e220754d32.jpg
"Kimbutu kia xikatela ni mbambi ia kusuka, kia kexile mu dima dia iangu.",kmb_Latn,A black bird with a yellow beak standing in green grass .,3547600292_6f8aac7f2e.jpg
Otu ìgwè mmadụ na-eguzo n'èzí n'abalị na-ekwu okwu .,ibo_Latn,A group of people stand outside at night talking .,2540757246_5a849fbdcb.jpg
Mɔgɔ caaman be kurun kɔfɛ.,dyu_Latn,A guy in midair is behind the raft full of people .,482882307_7dcb9eee11.jpg
Omuwala ng'azannya n'embwa okumpi n'emmotoka ya poliisi .,lug_Latn,A girl playing with a dog near a police car .,3003691049_f4363c2d5c.jpg
Imbwa shibili ishafiita shali mu kusenda mu cishiba.,bem_Latn,Two black dogs are swimming in a pool .,2599444370_9e40103027.jpg
ሁለት BMX ጋላቢዎች በብሽት መንገድ ዙሪያ እየተሯሯጡ ነው .,amh_Ethi,Two BMX riders are racing around a bumpy track .,3691729694_2b97f14c1e.jpg
Àpáta kan tí kò ní ẹ̀wù máa ń sún mọ́ra .,yor_Latn,A closeup of a shirtless man rock climbing .,3099504809_565e17e49d.jpg
Aqcic yečča s tfeṭṭin.,kab_Latn,A boy eats with chopsticks .,2812125355_5e11a76533.jpg
Dennin dɔ tun be nɛgɛsow don ani a tun be fani finman don.,dyu_Latn,A boy in jeans and a black shirt skating down a stair rail .,2877088081_7ca408cb25.jpg
Muntu mosi na zulu ya ngumba mosi ya neze.,kon_Latn,A man on a snowy peak .,55473406_1d2271c1f2.jpg
Cɛɛ dɔ be nɛgɛso dɔ ta ka nɛgɛso dɔ ta ka taga ni a ye kogo dɔ kan.,dyu_Latn,Man is performing a trick with a bicycle off a brick wall .,3724113279_99b6e5bf41.jpg
Goɗɗo mo ɗon ɓooyli dow koolaaɗo ɗon hoola nder ndiyam.,fuv_Latn,A person attached to a harness is being dragged through the water .,2555521861_fc36fd3ab0.jpg
Nwoke nwere afụ ọnụ n'ihu na-egwu bagpipes,ibo_Latn,A man with a beard in the foreground playing bagpipes,3416013671_98b5c75046.jpg
Ŋutsu kple nyɔnu aɖe si lé ŋutsuvi eve ɖe asi la nɔ anyi ɖe gbadza aɖe dzi nɔ foto ɖem.,ewe_Latn,"A man and a woman holding two young boys are sitting on a park bench , posing for a photograph .",3527184455_1a9c074ff2.jpg
"'N Vrou met 'n baba in 'n rugsak, staan in 'n canyon.",afr_Latn,"A woman with a baby in a backpack , standing in a canyon .",2769731772_18c44c18e2.jpg
Elenge mwasi oyo azali na top ya rozɛ azali kobina na mobali moko alati robe ya bandeko ya blues .,lin_Latn,The girl in the pink top is dancing with a man dressed in a blues brothers suit .,2414986483_004936f84b.jpg
Mwana-bakala mosi vandaka kutina na zulu ya kitini mosi ya bapine.,kon_Latn,A boy swinging on a tire-swing .,136644343_0e2b423829.jpg
Umukinnyi wa baseball agenda agendera ku mupira wa baseball.,kin_Latn,A baseball player swings at a baseball .,3339319023_5dcc3ef81a.jpg
Imbwa iyapuma ilukukwangala mwi bala lya fyani ne maluba ya safu.,bem_Latn,A shaggy dog plays in a field of grass and yellow flowers .,459814265_d48ba48978.jpg
Cï mïth karou ke ye röt ya cɔk kuɔ̈ɔ̈t yiic.,dik_Latn,The two children swinging together on a swing .,2905942129_2b4bf59bc0.jpg
Dogol ɗon ƴeewa dow dow haa ɓadiije mbeela.,fuv_Latn,A dog climbs steps near plants .,2218907190_5f43bf5e4d.jpg
Mbalu babidi badi banyema mu bimuma pabuipi ne mâyi.,lua_Latn,Two dogs run through grass near a body of water .,327415627_6313d32a64.jpg
ሁለት ቡናማ ውሾች ቅጠል ባለው መሬት ላይ ይጣላሉ !,amh_Ethi,Two brown dogs fight on the leafy ground .,270263570_3160f360d3.jpg
Cɛɛ dɔ tun lɔnin be lɔgɔ dɔ kan baji gɛrɛfɛ.,dyu_Latn,A man standing in front of a wooden bridge near a rocky river .,561179890_af8e31cb2e.jpg
Omukazi n'omwana akamwenyumwenyu olw'ekifaananyi .,lug_Latn,A woman and child smile for a picture .,3520321387_710ab74cda.jpg
"Mu usuku, o kilumba ua kexile mu zuata izuatu ia xikatela ia bule.",kmb_Latn,A girl in a blue two piece bathing suit at the beach .,2140305708_591d10b54d.jpg
Ŋutsu eve siwo le agbalẽ aɖe si me wole asi dem ɖo la,ewe_Latn,Two men getting a document signed,3441511444_b031585b45.jpg
Kavĩsĩ kanini ke na ngũa nzeo sya langi wa kalai.,kam_Latn,Little girl is spinning around on the grass in a flowing purple skirt .,2679926555_b11cf45595.jpg
Yiwen n wemdan yettmelṭeq ɣef uẓru.,kab_Latn,A person is climbing up a rock .,1663751778_90501966f0.jpg
Mutum yana juyawa a ƙasa sa'ad da yake ɗauke da wasu ƙaramar bungee .,hau_Latn,A person is flipping upside down while attached to some bungee cords .,2806632713_edd6f6c893.jpg
Meisie in blou probeer om 'n basisloper nommer 11 uit te kry tydens sagtebalwedstryd .,afr_Latn,Girl in blue tries to get a base runner number 11 out during softball game .,2944952557_8484f0da8f.jpg
Mbua ia xikatela ni inama ia zele ia mu zonda ku iangu ia iangu.,kmb_Latn,A black dog with white paws jumping from a bale of hay .,2187720319_112d00f07d.jpg
አንዲት ልጅ ከውኃ መውረጃ ሰሌዳ ላይ እየዘለለች ገንዳ ውስጥ ገባች,amh_Ethi,A girl jumping from a diving board into a pool,2795287622_da187a3e86.jpg
Aqjun-nni azeggaɣ yettḍebber ad d-yettwaṭṭef tabutt.,kab_Latn,The brown dog jumps up to catch the ball .,3544673666_ffc7483c96.jpg
Andũ ma mũsyĩ ũsu maĩ vakuvĩ na ũtee wa ũkanga.,kam_Latn,Family sitting on a bench near the beach .,1215334959_b1970965f7.jpg
'N Fietsryer maak gereed om 'n straat oor te steek.,afr_Latn,A bicyclist getting ready to cross a street .,1143373711_2e90b7b799.jpg
Mukaji ne muana badi baseka bua foto.,lua_Latn,A woman and child smile for a picture .,3520321387_710ab74cda.jpg
A na-egosi ụkwụ ụmụaka atọ ka ha na-eguzo nso na ọgba aghara nke eriri nzuzu .,ibo_Latn,Three children 's legs are shown as they stand near a mess of silly string .,3086526292_f799d237c7.jpg
Sukaaɓe ɗiɗo ɓornitiiɓe bana pirateeɓe.,fuv_Latn,Two children are dressed as pirates .,522063319_33827f1627.jpg
Mwasi moko alati kazaka ya mai ya pondu azali kotindika butó mpo na kokatisa balabala.,lin_Latn,A woman in a green jacket is pushing the button to cross the street .,1479513774_70c94cf9d3.jpg
"Èèyàn mẹ́ta ló mú ọtí bíà , wọ́n sì ń fi àwòrán hàn .",yor_Latn,Three people holding beers and posing for a picture .,3171451305_f87b9e09ee.jpg
Kuenhoko kuala tuana tuiadi tua jimbua tua mu lenga.,kmb_Latn,There are two dogs running on the beach outside .,396763804_3b7f1e12a8.jpg
Tsofaffi namiji da mace suna zaune a kan benci na siment da baƙin ciki a fuskarsu .,hau_Latn,An older man and woman sitting on a cement bench with frowns on their faces .,561940436_64d6fc125d.jpg
Waliwo akola flipping trick ku ggaali emmyuufu mu maaso g'abantu bangi .,lug_Latn,Someone doing a flipping trick on a red bicycle in front of a lot of people .,2865564810_5c63328cd4.jpg
Kuene jimbua javulu ja makota.,kmb_Latn,Several brown dogs of different sizes gather together .,3357708906_fb3a54dd78.jpg
Mulenji wa mudimu wa tshiluilu ne tshia buluu udi utuma bola wa makasa kudi muena mudimu nende wa mudimu wa ku makasa pavuaye mu tshiluilu tshia tshishelu mut,lua_Latn,A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch .,1597319381_1e80d9e39c.jpg
Avuvi aɖe si le lã si wotsɔ asi ɖo la dzi le television aɖe ŋgɔ,ewe_Latn,A small dog laying on a stuffed animal in front of a TV,2183967273_d182e18cf6.jpg
ሁለት አሻንጉሊቶች በቅጠሎች ተከብበው ሲጫወቱ,amh_Ethi,two puppies playing with each other surrounded by a bunch of leaves,2999730677_0cfa1c146e.jpg
Mwana-nkento mosi ke vanda na nzo ya kusala bansaka ya nzo-nkanda na zulu ya nti mosi ya ndombe.,kon_Latn,A girl sits on a red jungle gym .,2899089320_3e7f6bbaca.jpg
Mutu ni mwana mu kayaka ya mwelo,cjk_Latn,Man and child in yellow kayak,1028205764_7e8df9a2ea.jpg
"A nkịta yi a ọnụ ọgụgụ "" 8 "" agbụrụ na a track .",ibo_Latn,"A dog wearing a number "" 8 "" races on a track .",3244586044_205d5ae2ba.jpg
Abawala babiri abalina enkoofiira za baseball balya emmere ebweru .,lug_Latn,Two girls with baseball caps are eating a snack outside .,389643437_9a9830a3ba.jpg
A skateboarder na silhouette jumps n'elu ihe oroma okporo ụzọ cone .,ibo_Latn,A skateboarder in silhouette jumps over an orange traffic cone .,3629492654_619d7b67ee.jpg
Mwana ũmwe wĩ na ngũa sya langi mweũ nũsembaa yayayanĩ.,kam_Latn,A child wearing a blue shirt is jumping in the air .,2898810636_84fb5c0b63.jpg
Umwana alapupuka mu muti.,bem_Latn,A child climbs a tree .,2633082074_32c85f532c.jpg
Umuntu uwa pa musebo wa pa lupili aleya mu ncende umwaba ifimuti ifingi.,bem_Latn,A mountain biker travels along a dirt trail inside a heavily wooded area .,3721082512_8277087f3f.jpg
ጠቆር ያለ ቆዳ ያለው ሰው መንገድ ላይ ሰማያዊ ጊታር ይጫወታል .,amh_Ethi,A dark skinned man plays a blue guitar on the street .,3499720588_c32590108e.jpg
Kuje nayi ɓaleeɓe ɗon ɗon ɗon njogge bee leɗɗe.,fuv_Latn,Four black dogs running over grass .,2855667597_bf6ceaef8e.jpg
Imbwa ibidi idi ilomba mu mâyi.,lua_Latn,A couple of dogs are playing in the water .,156967462_72db9b722c.jpg
Tamɣart tazeggazt tettwala ɣef tmeslayt n Seattle Space Needle.,kab_Latn,Blond woman overlooking Seattle Space Needle scene .,524105255_b346f288be.jpg
Onye na-egwu egwuregwu tennis na-agagharị maka mgbọ .,ibo_Latn,A tennis player moving for a shot .,3425061393_d093edb8da.jpg
Athuri eerĩ a ngari cia gũkuua andũ maikarĩte mũkĩra-inĩ wa barabara ĩmwe ya Italy.,kik_Latn,Two gondola operators sit along a road in Italy .,3465791729_5bf9bd8635.jpg
"O diiala dia zuata izuatu ia muxi ua zele, ua mu xika o pianu, o muhatu ua mu kuimba.",kmb_Latn,A man dressed in a green jacket is playing piano while a woman sings .,3543378438_47e2712486.jpg
"Goɗɗo e ɓorngo ɓaleejo, cooti, e ɓorɗe ɗon jooɗii to dammugal suudu.",fuv_Latn,"Man with black hat , coat , and pants sitting next to the door of a building .",2218609886_892dcd6915.jpg
Omusajja ng'akola amaaso ag'essanyu ng'atunuulira kkamera ng'akozesa amaaso amawanvu n'akamwenyumwenyu akanene .,lug_Latn,A man making a funny face towards the camera using wide eyes and a large smile .,544257613_d9a1fea3f7.jpg
Yiwen n win i d-yettɣimi s tkerrart n tkerrart.,kab_Latn,A person riding a dirt bike .,2891617125_f939f604c7.jpg
Moto moko oyo azangi ndako atɛlɛmi na elembo pembeni ya bakɛsi ya kotonga ya orange .,lin_Latn,A homeless man stands with a sign next to orange construction cones .,2612488996_9450de0e54.jpg
Ẹgbẹ́ àwọn ọmọkùnrin méjì tí wọ́n ń gbá bọ́ọ̀lù aláfẹsẹ̀gbá .,yor_Latn,Two teams of boys playing soccer .,560278886_df4bd2e212.jpg
Ndị ikom abụọ guzo nso na mmiri ahụ na okporo osisi ịkụ azụ ha .,ibo_Latn,Two men stand near the water with their fishing poles .,488590040_35a3e96c89.jpg
Nwa agbọghọ na-ejide bọọdụ boogie n'ụsọ oké osimiri,ibo_Latn,A young girl holding a boogie board at the beach,799486353_f665d7b0f0.jpg
Nyɔnu aɖe si lé megbegbalẽgbalẽgolo ɖe asi la le eƒe asitelefon ŋu kpɔm esime wònɔ anyi ɖe xɔxexexe sue aɖe ŋu.,ewe_Latn,A woman with a backpack looks at her cellphone while sitting on a short concrete wall .,247617754_4b1137de8c.jpg
Mɔgɔ seegi be lɔ fila kɔnɔ.,dyu_Latn,Eight people pose in a line .,3229519418_040f05ced1.jpg
Mata tana tafiya a kan hanya mai ɗan ƙarfe .,hau_Latn,Woman walking down paved road .,161905204_247c6ca6de.jpg
Mosani ya tenisi na katikati ya lisano moko .,lin_Latn,A tennis player in the middle of a game .,3400082864_9c737c1450.jpg
Abasajja babiri abambadde emijoozi emmyufu nga batambula ku bisenge by'ekizimbe ekyeru .,lug_Latn,Two men in red shirts walking on the walls of a white building .,3029472296_d429b1586c.jpg
Ŋutsu kple nyɔnu aɖe le tsitre ɖe ati la te nɔ dze ɖom.,ewe_Latn,a man and woman standing underneath the tree are talking .,444803340_fdcaab86f9.jpg
Umukinnyi w'ikipe y'igihugu Y'u Buhinde yambaye imyenda y'umupira w'amaguru,kin_Latn,A man dressed in an Indian costume plays the drums .,3737492755_bcfb800ed1.jpg
Goɗɗo nder sappooji cembiɗɗi e ɓaleeji cembiɗɗi e laaɓɗi cembiɗɗi e nder ndiyam ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon ɗon,fuv_Latn,Man in red shoes and red and white print shorts posing in front of rocks by water .,3238951136_2a99f1a1a8.jpg
Twee kinders op 'n Middeleeuse foto met gesigsnitte.,afr_Latn,Two children at a medieval picture with face cutouts .,3498240367_cbd8c6efbf.jpg
'n Groep swemmers hou aan 'n tou op die strand vas,afr_Latn,A group of swimmers are holding on to a rope at the beach,2114126343_a0f74ff63b.jpg
Terrier kan tó fò sókè ní bọ́ọ̀lù pupa lẹ́nu rẹ̀ .,yor_Latn,A terrier who jumped up has a red ball in his mouth .,1346529555_e916816cfe.jpg
Àwọn ọmọkùnrin méjì ń gbá bọ́ọ̀lù àsíá .,yor_Latn,Two boys are playing flag football .,2290589734_b588471345.jpg
Elenge mobali alati veste ya fleece azali kobeta bale ya ndembo elongo na elenge mwasi na nsima .,lin_Latn,Young boy in fleece jacket kicking soccer ball with young girl in background .,2337919839_df83827fa0.jpg
Muntu yina ke lwata basket-ball na bilele ya mpembe ke baka ntinu sambu na kubaka ntendula mosi na ntwala ya ekipi ya orange.,kon_Latn,The basketball player in white is jumping up to score a point against the orange team .,3127629248_a955b5763b.jpg
Aajït muɔ̈ɔ̈n ee bɛ̈n nhial bï bɛ̈n dɔm bï këny koor dɔm.,dik_Latn,A black dog jumps in the air to catch a toy .,2350400382_ced2b6c91e.jpg
Omuntu ayimiridde ku lwazi olw'amazzi ng'alina ettaka ery'ensozi emabega .,lug_Latn,Person standing on rocky edge of water with hilly land in background .,396360611_941e5849a3.jpg
Omuwala omuto ayambadde bikini ya pinki ng'aseka wansi mu ssweeta y'amazzi .,lug_Latn,A young girl in a pink bikini laughs at the bottom of a water slide .,2804374083_311f98f5f2.jpg
Wata yarinya da ta yi sanye da ruɓaɓɓen ruwa tana gudu daga teku zuwa teku .,hau_Latn,A girl dressed in pink runs from the ocean to the beach .,3576536763_3c8c4f232e.jpg
Mũndũũme ũmwe eekaa maũndũ na kĩkũtha e ndũanĩ.,kam_Latn,A man does a trick on his skateboard in an urban setting .,3645080830_1d9ee2f50a.jpg
Karen da ke da kashi mai fari da baƙi yana gudu a kan wani wuri mai ƙarfe .,hau_Latn,"The brown , white and black dog runs on a gravel surface .",3123463486_f5b36a3624.jpg
Muntu uvua ne tshinsalu tshia bule uvua usemena ku tshibuashibuashi.,lua_Latn,A man in plaid shorts is jumping over a fountain .,3689355450_fd559b816d.jpg
Sukaaɓe ɗiɗo ɗon ndilli nder laawol ngol e ɓe mbemɗi to kamera.,fuv_Latn,Two young girls stand in the dirt road and smile at the camera .,3525841965_7814484515.jpg
Wani ɗan wasa a ƙungiyar fari da bulu yana ƙusurwar ƙwallon ƙwallo ga abokin ƙungiyarsa yayin da wasan da ke cikin ƙungiyar faruwa suke kallon .,hau_Latn,A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch .,1597319381_1e80d9e39c.jpg
Àwọn ọmọ méjì dùbúlẹ̀ lórí àga ìjókòó tí wọ́n fi ń fọ́nfọ́n sórí ilé ìṣẹ̀ǹbáyé kan nígbà tí àgbàlagbà mẹ́rin bá ń wò ó .,yor_Latn,Two children lie on puffy benches at a museum while four adults look on .,1321949151_77b77b4617.jpg
